=== KẾT QUẢ ĐÁNH GIÁ HỆ THỐNG ===
Tổng số ảnh đánh giá: 1483
Top-1 Accuracy : 0.7087
Top-5 Accuracy : 0.7539
Macro Precision: 0.9317
Macro Recall   : 0.7089
Tổng thời gian : 159.6s
TB mỗi query   : 107.6ms

=== CHI TIẾT ===
File: 10__M_Left_index_finger_CR.BMP | True ID: 10 | Top 1: 10 | Top 5: [10, 287, 187, 297, 148] | Top-1 Đúng: True | Top-5 Đúng: True
File: 25__F_Right_ring_finger_Obl.BMP | True ID: 25 | Top 1: 25 | Top 5: [25, 131, 152, 263, 254] | Top-1 Đúng: True | Top-5 Đúng: True
File: 25__F_Right_ring_finger_Zcut.BMP | True ID: 25 | Top 1: 25 | Top 5: [25, 12, 263, 152, 131] | Top-1 Đúng: True | Top-5 Đúng: True
File: 25__F_Right_thumb_finger_CR.BMP | True ID: 25 | Top 1: 25 | Top 5: [25, 38, 211, 288, 240] | Top-1 Đúng: True | Top-5 Đúng: True
File: 25__F_Right_thumb_finger_Obl.BMP | True ID: 25 | Top 1: 25 | Top 5: [25, 168, 75, 272, 196] | Top-1 Đúng: True | Top-5 Đúng: True
File: 25__F_Right_thumb_finger_Zcut.BMP | True ID: 25 | Top 1: 25 | Top 5: [25, 211, 38, 75, 288] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_index_finger_CR.BMP | True ID: 26 | Top 1: 244 | Top 5: [244, 61, 276, 263, 40] | Top-1 Đúng: False | Top-5 Đúng: False
File: 26__M_Left_index_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 50, 151, 237, 144] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_index_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 50, 151, 237, 144] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_little_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 229, 265, 182, 273] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_little_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 229, 265, 182, 273] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_little_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 229, 265, 273, 182] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_middle_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 249, 241, 251, 79] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_middle_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 249, 151, 248, 150] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_middle_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 249, 241, 151, 251] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_ring_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 183, 193, 207, 133] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_ring_finger_Obl.BMP | True ID: 26 | Top 1: 281 | Top 5: [281, 152, 170, 159, 120] | Top-1 Đúng: False | Top-5 Đúng: False
File: 26__M_Left_ring_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 193, 183, 207, 133] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_thumb_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 26, 29, 232, 133] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Left_thumb_finger_Obl.BMP | True ID: 26 | Top 1: 124 | Top 5: [124, 232, 225, 26, 267] | Top-1 Đúng: False | Top-5 Đúng: True
File: 26__M_Left_thumb_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 26, 29, 172, 133] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_index_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 76, 150, 230, 183] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_index_finger_Obl.BMP | True ID: 26 | Top 1: 50 | Top 5: [50, 271, 296, 230, 38] | Top-1 Đúng: False | Top-5 Đúng: False
File: 26__M_Right_index_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 76, 230, 150, 183] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_little_finger_CR.BMP | True ID: 26 | Top 1: 2 | Top 5: [2, 33, 171, 134, 185] | Top-1 Đúng: False | Top-5 Đúng: False
File: 26__M_Right_little_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 99, 186, 219, 75] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_little_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 99, 186, 219, 75] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_middle_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 17, 188, 183, 39] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_middle_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 17, 104, 146, 188] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_middle_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 183, 17, 188, 39] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_ring_finger_CR.BMP | True ID: 26 | Top 1: 267 | Top 5: [267, 225, 114, 124, 190] | Top-1 Đúng: False | Top-5 Đúng: False
File: 26__M_Right_ring_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 29, 206, 133, 231] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_ring_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 26, 29, 206, 172] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_thumb_finger_CR.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 14, 254, 230, 216] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_thumb_finger_Obl.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 14, 170, 70, 254] | Top-1 Đúng: True | Top-5 Đúng: True
File: 26__M_Right_thumb_finger_Zcut.BMP | True ID: 26 | Top 1: 26 | Top 5: [26, 14, 254, 298, 194] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_index_finger_CR.BMP | True ID: 27 | Top 1: 11 | Top 5: [11, 176, 208, 235, 13] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Left_index_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 29, 286, 105, 190] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_index_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 57, 218, 169, 225] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_little_finger_CR.BMP | True ID: 27 | Top 1: 263 | Top 5: [263, 241, 211, 268, 263] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Left_little_finger_Obl.BMP | True ID: 27 | Top 1: 3 | Top 5: [3, 243, 69, 126, 110] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Left_little_finger_Zcut.BMP | True ID: 27 | Top 1: 3 | Top 5: [3, 243, 46, 110, 157] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Left_middle_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 159, 259, 122, 46] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_middle_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 159, 122, 259, 46] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_middle_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 159, 172, 122, 300] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_ring_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 225, 264, 267, 69] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_ring_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 289, 96, 267, 225] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_ring_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 264, 96, 267, 225] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_thumb_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 185, 93, 62, 197] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_thumb_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 185, 93, 160, 197] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Left_thumb_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 185, 93, 197, 160] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_index_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 119, 19, 262, 199] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_index_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 1, 44, 24, 298] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_index_finger_Zcut.BMP | True ID: 27 | Top 1: 104 | Top 5: [104, 283, 42, 131, 217] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Right_little_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 128, 47, 253, 128] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_little_finger_Obl.BMP | True ID: 27 | Top 1: 81 | Top 5: [81, 201, 220, 223, 115] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Right_little_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 128, 47, 121, 4] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_middle_finger_CR.BMP | True ID: 27 | Top 1: 291 | Top 5: [291, 88, 27, 88, 222] | Top-1 Đúng: False | Top-5 Đúng: True
File: 27__M_Right_middle_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 99, 88, 234, 253] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_middle_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 99, 88, 222, 88] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_ring_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 219, 288, 221, 171] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_ring_finger_Obl.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 288, 75, 219, 221] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_ring_finger_Zcut.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 219, 288, 171, 221] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_thumb_finger_CR.BMP | True ID: 27 | Top 1: 27 | Top 5: [27, 248, 281, 261, 281] | Top-1 Đúng: True | Top-5 Đúng: True
File: 27__M_Right_thumb_finger_Obl.BMP | True ID: 27 | Top 1: 243 | Top 5: [243, 31, 287, 107, 266] | Top-1 Đúng: False | Top-5 Đúng: False
File: 27__M_Right_thumb_finger_Zcut.BMP | True ID: 27 | Top 1: 81 | Top 5: [81, 3, 211, 211, 10] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Left_index_finger_CR.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 159, 134, 124, 197] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_index_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 159, 134, 124, 35] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_index_finger_Zcut.BMP | True ID: 28 | Top 1: 188 | Top 5: [188, 10, 218, 286, 143] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Left_little_finger_CR.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 21, 171, 235, 36] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_little_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 21, 181, 171, 36] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_little_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 21, 171, 235, 181] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_middle_finger_CR.BMP | True ID: 28 | Top 1: 139 | Top 5: [139, 204, 194, 286, 5] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Left_middle_finger_Obl.BMP | True ID: 28 | Top 1: 107 | Top 5: [107, 200, 113, 287, 108] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Left_middle_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 283, 17, 286, 114] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_ring_finger_CR.BMP | True ID: 28 | Top 1: 66 | Top 5: [66, 28, 238, 147, 151] | Top-1 Đúng: False | Top-5 Đúng: True
File: 28__M_Left_ring_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 151, 178, 66, 194] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_ring_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 178, 66, 194, 151] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_thumb_finger_CR.BMP | True ID: 28 | Top 1: 88 | Top 5: [88, 186, 152, 262, 282] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Left_thumb_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 230, 186, 266, 38] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Left_thumb_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 186, 266, 230, 155] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_index_finger_CR.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 179, 169, 197, 213] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_index_finger_Obl.BMP | True ID: 28 | Top 1: 188 | Top 5: [188, 286, 235, 128, 296] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Right_index_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 143, 294, 169, 130] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_little_finger_CR.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 285, 5, 285, 199] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_little_finger_Obl.BMP | True ID: 28 | Top 1: 116 | Top 5: [116, 120, 81, 122, 20] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Right_little_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 100, 189, 5, 241] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_middle_finger_CR.BMP | True ID: 28 | Top 1: 46 | Top 5: [46, 241, 142, 126, 294] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Right_middle_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 294, 298, 208, 117] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_middle_finger_Zcut.BMP | True ID: 28 | Top 1: 46 | Top 5: [46, 241, 126, 142, 294] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Right_ring_finger_CR.BMP | True ID: 28 | Top 1: 147 | Top 5: [147, 98, 218, 205, 87] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Right_ring_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 228, 100, 107, 33] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_ring_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 54, 228, 100, 10] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_thumb_finger_CR.BMP | True ID: 28 | Top 1: 26 | Top 5: [26, 73, 146, 188, 104] | Top-1 Đúng: False | Top-5 Đúng: False
File: 28__M_Right_thumb_finger_Obl.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 195, 83, 273, 231] | Top-1 Đúng: True | Top-5 Đúng: True
File: 28__M_Right_thumb_finger_Zcut.BMP | True ID: 28 | Top 1: 28 | Top 5: [28, 195, 273, 83, 238] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_index_finger_CR.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 25, 275, 50, 40] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_index_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 25, 50, 275, 295] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_index_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 25, 40, 50, 70] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_little_finger_CR.BMP | True ID: 29 | Top 1: 241 | Top 5: [241, 29, 52, 31, 212] | Top-1 Đúng: False | Top-5 Đúng: True
File: 29__F_Left_little_finger_Obl.BMP | True ID: 29 | Top 1: 278 | Top 5: [278, 103, 72, 194, 129] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Left_little_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 103, 241, 215, 29] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_middle_finger_CR.BMP | True ID: 29 | Top 1: 83 | Top 5: [83, 276, 233, 89, 191] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Left_middle_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 223, 212, 115, 201] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_middle_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 76, 115, 300, 223] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_ring_finger_CR.BMP | True ID: 29 | Top 1: 62 | Top 5: [62, 211, 257, 290, 290] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Left_ring_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 36, 114, 268, 284] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_ring_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 196, 199, 284, 43] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Left_thumb_finger_CR.BMP | True ID: 29 | Top 1: 124 | Top 5: [124, 232, 267, 225, 43] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Left_thumb_finger_Obl.BMP | True ID: 29 | Top 1: 124 | Top 5: [124, 267, 232, 29, 231] | Top-1 Đúng: False | Top-5 Đúng: True
File: 29__F_Left_thumb_finger_Zcut.BMP | True ID: 29 | Top 1: 124 | Top 5: [124, 267, 232, 225, 114] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Right_index_finger_CR.BMP | True ID: 29 | Top 1: 169 | Top 5: [169, 6, 208, 31, 161] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Right_index_finger_Obl.BMP | True ID: 29 | Top 1: 35 | Top 5: [35, 258, 41, 31, 194] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Right_index_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 250, 258, 89, 228] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_little_finger_CR.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 291, 205, 62, 184] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_little_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 194, 291, 184, 27] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_little_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 205, 62, 134, 184] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_middle_finger_CR.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 23, 161, 93, 27] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_middle_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 286, 27, 93, 161] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_middle_finger_Zcut.BMP | True ID: 29 | Top 1: 86 | Top 5: [86, 143, 195, 130, 261] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Right_ring_finger_CR.BMP | True ID: 29 | Top 1: 204 | Top 5: [204, 58, 100, 30, 176] | Top-1 Đúng: False | Top-5 Đúng: False
File: 29__F_Right_ring_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 212, 1, 204, 58] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_ring_finger_Zcut.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 58, 1, 93, 212] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_thumb_finger_CR.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 276, 164, 194, 11] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_thumb_finger_Obl.BMP | True ID: 29 | Top 1: 29 | Top 5: [29, 276, 164, 194, 243] | Top-1 Đúng: True | Top-5 Đúng: True
File: 29__F_Right_thumb_finger_Zcut.BMP | True ID: 29 | Top 1: 266 | Top 5: [266, 29, 101, 227, 288] | Top-1 Đúng: False | Top-5 Đúng: True
File: 2__F_Left_index_finger_CR.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 24, 136, 117, 208] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_index_finger_Obl.BMP | True ID: 2 | Top 1: 24 | Top 5: [24, 2, 57, 294, 100] | Top-1 Đúng: False | Top-5 Đúng: True
File: 2__F_Left_index_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 24, 136, 117, 208] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_little_finger_CR.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 268, 18, 14, 256] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_little_finger_Obl.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 268, 18, 14, 256] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_little_finger_Zcut.BMP | True ID: 2 | Top 1: 72 | Top 5: [72, 151, 55, 276, 200] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Left_middle_finger_CR.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 202, 219, 249, 258] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_middle_finger_Obl.BMP | True ID: 2 | Top 1: 127 | Top 5: [127, 82, 187, 181, 232] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Left_middle_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 202, 219, 258, 249] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_ring_finger_CR.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 297, 145, 74, 25] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_ring_finger_Obl.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 297, 74, 145, 125] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_ring_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 297, 47, 293, 145] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_thumb_finger_CR.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 32, 251, 280, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Left_thumb_finger_Obl.BMP | True ID: 2 | Top 1: 248 | Top 5: [248, 149, 167, 155, 251] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Left_thumb_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 32, 251, 280, 73] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_index_finger_CR.BMP | True ID: 2 | Top 1: 256 | Top 5: [256, 240, 2, 60, 22] | Top-1 Đúng: False | Top-5 Đúng: True
File: 2__F_Right_index_finger_Obl.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 297, 155, 170, 277] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_index_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 256, 240, 60, 101] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_little_finger_CR.BMP | True ID: 2 | Top 1: 278 | Top 5: [278, 21, 185, 2, 262] | Top-1 Đúng: False | Top-5 Đúng: True
File: 2__F_Right_little_finger_Obl.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 199, 79, 98, 224] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_little_finger_Zcut.BMP | True ID: 2 | Top 1: 21 | Top 5: [21, 278, 185, 38, 262] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Right_middle_finger_CR.BMP | True ID: 2 | Top 1: 219 | Top 5: [219, 185, 73, 124, 181] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Right_middle_finger_Obl.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 137, 155, 232, 21] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_middle_finger_Zcut.BMP | True ID: 2 | Top 1: 181 | Top 5: [181, 219, 73, 185, 124] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Right_ring_finger_CR.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 41, 5, 21, 76] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_ring_finger_Obl.BMP | True ID: 2 | Top 1: 38 | Top 5: [38, 281, 23, 280, 251] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Right_ring_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 41, 21, 78, 5] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_thumb_finger_CR.BMP | True ID: 2 | Top 1: 170 | Top 5: [170, 229, 271, 155, 165] | Top-1 Đúng: False | Top-5 Đúng: False
File: 2__F_Right_thumb_finger_Obl.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 135, 3, 232, 296] | Top-1 Đúng: True | Top-5 Đúng: True
File: 2__F_Right_thumb_finger_Zcut.BMP | True ID: 2 | Top 1: 2 | Top 5: [2, 135, 3, 232, 32] | Top-1 Đúng: True | Top-5 Đúng: True
File: 30__F_Left_index_finger_CR.BMP | True ID: 30 | Top 1: 293 | Top 5: [293, 20, 77, 178, 131] | Top-1 Đúng: False | Top-5 Đúng: False
File: 30__F_Left_index_finger_Obl.BMP | True ID: 30 | Top 1: 30 | Top 5: [30, 63, 272, 66, 195] | Top-1 Đúng: True | Top-5 Đúng: True
File: 30__F_Left_index_finger_Zcut.BMP | True ID: 30 | Top 1: 231 | Top 5: [231, 48, 254, 213, 184] | Top-1 Đúng: False | Top-5 Đúng: False
File: 30__F_Left_little_finger_CR.BMP | True ID: 30 | Top 1: 126 | Top 5: [126, 24, 93, 141, 97] | Top-1 Đúng: False | Top-5 Đúng: False
File: 30__F_Left_little_finger_Obl.BMP | True ID: 30 | Top 1: 30 | Top 5: [30, 180, 76, 126, 190] | Top-1 Đúng: True | Top-5 Đúng: True
